"Allocation","Num","mean","std","rrr","sharpe1","sharpe2","sharpe3","sharpe4","type"
"Large_Cap: 71%,  Fixed: 29%",71,17.785925382237,6.91262910803294,2.57296104047714,2.54830262348946,2.45974861229126,2.56292093972248,2.5040796980485,"360 Months"
"Large_Cap: 72%,  Fixed: 28%",72,17.9574499634517,6.99142610516205,2.56849599686007,2.54400756453871,2.45623376366266,2.55747891678081,2.49721461643147,"360 Months"
"Large_Cap: 73%,  Fixed: 27%",73,18.1288430683316,7.07066988132989,2.56394986226139,2.53963090419728,2.45262892067396,2.55200451485165,2.49040904990292,"360 Months"
"Large_Cap: 74%,  Fixed: 26%",74,18.3001081697269,7.15034558225245,2.55933198741453,2.53518188172171,2.44894318659639,2.54650499574873,2.48366548259324,"360 Months"
"Large_Cap: 75%,  Fixed: 25%",75,18.4712486125771,7.23043892918098,2.55465107906934,2.53066910257641,2.44518505640776,2.54098704657048,2.47698605357258,"360 Months"
"Large_Cap: 76%,  Fixed: 24%",76,18.642267619989,7.31093619584261,2.54991523939028,2.52610057709302,2.44136245323112,2.53545681973108,2.47037258872649,"360 Months"
"Large_Cap: 77%,  Fixed: 23%",77,18.8131682989606,7.39182418614206,2.54513200330588,2.52148375712895,2.43748276293522,2.52991997043166,2.4638266298752,"360 Months"
"Large_Cap: 78%,  Fixed: 22%",78,18.9839536457751,7.4730902126279,2.54030837386338,2.51682557077647,2.4335528669381,2.52438169170389,2.45734946136847,"360 Months"
"Large_Cap: 79%,  Fixed: 21%",79,19.1546265510884,7.55472207572206,2.53545085565012,2.51213245518169,2.42957917326354,2.51884674715689,2.45094213436964,"360 Months"
"Large_Cap: 80%,  Fixed: 20%",80,19.3251898047281,7.63670804370684,2.53056548634896,2.50741038753807,2.4255676459059,2.51331950155539,2.44460548902506,"360 Months"
"Large_Cap: 81%,  Fixed: 19%",81,19.4956461002271,7.71903683346041,2.52565786649929,2.50266491432366,2.42152383256385,2.50780394935447,2.43834017469947,"360 Months"
"Large_Cap: 82%,  Fixed: 18%",82,19.665998039106,7.80169759192879,2.52073318753746,2.49790117885372,2.41745289080606,2.50230374131127,2.4321466684424,"360 Months"
"Large_Cap: 83%,  Fixed: 17%",83,19.8362481349225,7.88467987831995,2.51579625819244,2.4931239472223,2.4133596127346,2.49682220929047,2.42602529183762,"360 Months"
"Large_Cap: 84%,  Fixed: 16%",84,20.0063988171022,7.96797364700379,2.51085152931263,2.48833763270663,2.40924844821225,2.49136238937492,2.41997622637427,"360 Months"
"Large_Cap: 85%,  Fixed: 15%",85,20.1764524345647,8.05156923110006,2.50590311719993,2.48354631870831,2.40512352672068,2.48592704338791,2.41399952746712,"360 Months"
"Large_Cap: 86%,  Fixed: 14%",86,20.3464112591589,8.13545732673554,2.50095482552585,2.4787537803044,2.4009886779157,2.48051867892872,2.4080951372423,"360 Months"
"Large_Cap: 87%,  Fixed: 13%",87,20.5162774889177,8.21962897795027,2.49601016590336,2.47396350448005,2.39684745094519,2.47513956801744,2.40226289619502,"360 Months"
"Large_Cap: 88%,  Fixed: 12%",88,20.6860532511447,8.30407556223279,2.49107237718616,2.46917870911295,2.3927031325936,2.46979176444043,2.39650255381667,"360 Months"
"Large_Cap: 89%,  Fixed: 11%",89,20.8557406053433,8.38878877666323,2.48614444356519,2.46440236077734,2.38855876431575,2.46447711988224,2.39081377828042,"360 Months"
"Large_Cap: 90%,  Fixed: 10%",90,21.0253415459961,8.47376062464342,2.48122911152931,2.45963719143354,2.38441715822031,2.45919729892522,2.38519616526663,"360 Months"
"Large_Cap: 91%,  Fixed: 9%",91,21.1948580052055,8.55898340319286,2.4763289057552,2.45488571406621,2.38028091206139,2.45395379299327,2.37964924600244,"360 Months"
"Large_Cap: 92%,  Fixed: 8%",92,21.3642918552027,8.64444969078955,2.4714461439883,2.45015023733205,2.37615242329453,2.44874793331113,2.37417249458356,"360 Months"
"Large_Cap: 93%,  Fixed: 7%",93,21.5336449107333,8.73015233573501,2.4665829509744,2.44543287927503,2.37203390225099,2.44358090294679,2.36876533464027,"360 Months"
"Large_Cap: 94%,  Fixed: 6%",94,21.7029189313261,8.81608444502289,2.4617412714982,2.44073558016465,2.36792738448173,2.43845374799986,2.36342714540436,"360 Months"
"Large_Cap: 95%,  Fixed: 5%",95,21.8721156234527,8.90223937369114,2.45692288258296,2.43606011450989,2.36383474232031,2.43336738799499,2.35815726722881,"360 Months"
"Large_Cap: 96%,  Fixed: 4%",96,22.0412366425833,8.98861071463806,2.45212940490224,2.43140810229905,2.35975769571146,2.4283226255355,2.3529550066075,"360 Months"
"Large_Cap: 97%,  Fixed: 3%",97,22.2102835951451,9.07519228888308,2.44736231345228,2.42678101951295,2.35569782234964,2.42332015526867,2.34781964073822,"360 Months"
"Large_Cap: 98%,  Fixed: 2%",98,22.379258040389,9.16197813625347,2.44262294753089,2.42218020795647,2.35165656716975,2.41836057221094,2.34275042166843,"360 Months"
"Large_Cap: 99%,  Fixed: 1%",99,22.5481614921687,9.24896250647918,2.43791252006623,2.417606884451,2.3476352512297,2.41344437947773,2.33774658005977,"360 Months"
"Large_Cap: 100%,  Fixed: 0%",100,22.7169954206382,9.33613985067789,2.43323212633632,2.41306214942788,2.34363508002267,2.4085719954599,2.33280732860437,"360 Months"
